"t","rx","ry","rz","theta","phi"
"17/10",-0.20933576007854826,-0.9506941480727463,0.2288172735163166,1.339933777880669,-1.7875302764812622
"103/60",-0.10747117291351832,-0.9642423504946996,0.2422377602154937,1.3261246839197955,-1.6817948095506143
"26/15",-0.004760145711605879,-0.9668621064787599,0.25524844262479157,1.3126916781986233,-1.5757195802973027
"7/4",0.09763799982611926,-0.9585236723453117,0.2677651120861119,1.2997236350804762,-1.469283562282816
"53/30",0.19856644516993865,-0.9393231458746364,0.2797072479444308,1.2873071540886816,-1.362470234224566
"107/60",0.29688760290253235,-0.9094900702626463,0.291000801796774,1.2755235823278575,-1.2552688440727795
"9/5",0.39149124681047787,-0.8693607341062906,0.30157277150798906,1.2644545318609661,-1.147675630720268
"109/60",0.481307594865938,-0.8193867065999804,0.31135444701630516,1.2541783336803989,-1.0396931937053497
"11/6",0.5653276732207941,-0.7601425659165668,0.3202857921023905,1.244765170326365,-0.9313312543175086
"37/20",0.6426028066575442,-0.6922967209605988,0.32830922940350316,1.2362832989312873,-0.8226076886155835
"28/15",0.7122566780118058,-0.6166116678137066,0.33537174940100983,1.228796521936237,-0.7135472813060193
"113/60",0.7735100840875562,-0.5339490176292827,0.3414307311740112,1.2223576441658501,-0.6041818158615458
"19/10",0.8256720352535372,-0.44524169109795775,0.3464473509972664,1.2170150764924184,-0.4945505729293451
"23/12",0.8681472465472867,-0.3514875503379703,0.3503873456599944,1.2128116915543394,-0.3846983566586714
"29/15",0.9004639786927205,-0.25374870578638387,0.3532278769521623,1.20977716873313,-0.274674958944681
"39/20",0.9222589471453667,-0.1531281461107576,0.35495112115427613,1.2079345433217035,-0.1645349504385821
"59/30",0.9332777949885076,-0.05075977029369605,0.3555435792681821,1.2073007439405106,-0.05433516993613028
"119/60",0.9334028901442333,0.05219999356719328,0.3550034098486126,1.2078786121030112,0.05586620402813955
2,0.9226354549754227,0.15458975578892298,0.3533348299577026,1.2096628437217285,0.16601031744045977
"121/60",0.901087992462171,0.25525298606514335,0.3505459342630447,1.212642363345888,0.2760402309050974
"61/30",0.8690082749844521,0.3530540451484483,0.3466559187599957,1.2167927301241628,0.3859018641193035
"41/20",0.82676185517061,0.4468906917514713,0.3416908052777977,1.2220809282825997,0.49554455173440876
"31/15",0.774817179916552,0.5356999081046334,0.33567985811323003,1.228469453390829,0.6049232146421574
"25/12",0.7137625191825971,0.6184795157458394,0.328662192808183,1.2359095984901811,0.713998948288265
"21/10",0.6442906430538567,0.6942978915289799,0.320684135296951,1.244344645983865,0.822738991214959
"127/60",0.5671790514947308,0.7622926376670729,0.31179445875342693,1.2537152715102278,0.9311181470624805
"32/15",0.4832980075254453,0.8216942920581423,0.3020499881563062,1.2639539729728229,1.0391188930200719
"43/20",0.39359728965489893,0.8718359037400776,0.29151467880669146,1.274986416271473,1.1467305920214694
"13/6",0.29908516521043493,0.9121428245100206,0.2802540068462963,1.2867376169082843,1.2539501185124733
"131/60",0.20082758381344523,0.9421545079052015,0.2683393253719587,1.2991276098748918,1.3607816368365615
"11/5",0.09993525606230819,0.9615357979933619,0.25584853087254933,1.3120709804402093,1.467235195639556
"133/60",-0.0024546216547438604,0.9700579911808553,0.24286001303119548,1.3254832781934702,1.573326707904291
"67/30",-0.10518608882081626,0.9676151811860145,0.2294556702675279,1.3392779318788521,1.6790776685516997
"9/4",-0.20709959500372654,0.9542374860489942,0.2157228586906057,1.3533642683427105,1.7845134190721499
"34/15",-0.30704409788833853,0.9300653853881578,0.20174833076428839,1.3676536973564204,1.8896626790567184
"137/60",-0.4038883813598868,0.8953583471926085,0.18761995698609846,1.382057816311776,1.9945574272756184
"23/10",-0.49654072899817536,0.8505083689346147,0.1734295431999433,1.3964854045081778,2.0992311177494503
"139/60",-0.5839528719263557,0.7960109531498485,0.15926716168572252,1.4108480319254613,2.2037179267390044
"7/3",-0.6651309710833245,0.7324655005287161,0.14522173477550515,1.4250592474333232,2.3080529097430467
"47/20",-0.7391605807730683,0.6605861799858944,0.13138427265705532,1.4390310986942882,2.412270365165696
"71/30",-0.8052024731338204,0.5811733596696653,0.1178429314426408,1.4526789300894132,2.516402942234558
"143/60",-0.862499605562623,0.4951070427246268,0.10468268381150259,1.4659215003771697,2.6204820839816323
"12/5",-0.9104060345250056,0.4033517974899544,0.09198856511671483,1.4786775322245966,2.724536661282255
"29/12",-0.9483766904485474,0.30693180631435085,0.07984170025732729,1.4908695544962398,2.8285921074969247
"73/30",-0.9759674981215142,0.20692005596721852,0.06831829550283458,1.5024247746773276,2.9326710509304545
"49/20",-0.9928651405873812,0.10443512353069857,0.057492600663300364,1.5132720062624574,3.036792415455748
"37/15",-0.9988740126501509,0.0006213063955946632,0.04743401716489054,1.5233445039503357,3.1409706469026637
"149/60",-0.9939080507865524,-0.10336280946990554,0.038205617609711195,1.532581408480721,-3.0379688045855975
"5/2",-0.9780174988802572,-0.2063558980952228,0.029866697879610937,1.5409251868517782,-2.93364856148299
"151/60",-0.9513760812311065,-0.3072093593617362,0.02247093548178014,1.5483234997932425,-2.8292517633592267
"38/15",-0.9142648790956787,-0.40479541323190715,0.016064618124046748,1.5547310176193578,-2.724779920406766
"51/20",-0.8670926118838501,-0.49802514796693537,0.010688775313671017,1.5601073479388108,-2.620237892118396
"77/30",-0.8103847716314375,-0.5858617807843992,0.006378285493630342,1.5644179980530137,-2.5156342556491884
"31/12",-0.7447616643708597,-0.6673219859931887,0.0031599440873336104,1.5676363774487359,-2.4109803272516594
"13/5",-0.6709500131223621,-0.7414970855605396,0.00105422566767166,1.5697421009319485,-2.3062892610340886
"157/60",-0.5897739518179929,-0.8075667255304438,0.00007523593529612516,1.5707210908595295,-2.201576201634957
"79/30",-0.5021307000000825,-0.8647913455793381,0.00022868667722580893,1.5705676401156774,-2.096857375159617
"53/20",-0.40899312985012193,-0.9125324785200971,0.001513350315105022,1.5692829759021378,-1.9921487800146844
"8/3",-0.31140083432434185,-0.9502687082790945,0.00392179503715645,1.5668745217044913,-1.8874662311030714
"161/60",-0.21043746256501739,-0.9775790417274817,0.0074382785767177495,1.5633579796256394,-1.7828246991369552
"27/10",-0.1072257928694137,-0.9941585709666654,0.01203992762530437,1.5587561082662507,-1.6782368222807098
"163/60",-0.002916197678750232,-0.9998369484023546,0.017698249491060192,1.5530971532422628,-1.5737129917712254
"41/15",0.10133075330861618,-0.9945543497501165,0.024376928623103644,1.5464169832567043,-1.469261107539909
"11/4",0.20435366576209751,-0.9783698844663662,0.032032710358603056,1.5387581358071143,-1.3648851339214503
"83/30",0.30500686017089074,-0.9514809102246833,0.04061771549746457,1.5301674344878757,-1.2605853492373669
"167/60",0.402170247361441,-0.9141947769713953,0.05007714034149496,1.5206982328916268,-1.156358603589462
"14/5",0.4947593165551517,-0.8669290365011779,0.06034976664270181,1.5104098667247203,-1.052197078968996
"169/60",0.581747627149846,-0.8102284414187295,0.07137108481809229,1.4993645106140252,-0.9480887625429083
"17/6",0.6621689170755708,-0.7447362914001686,0.08307097348321085,1.487629512883315,-0.8440181589912958
"57/20",0.7351238849623055,-0.6711872706137467,0.09537370316716715,1.4752774397519324,-0.7399653893411033
"43/15",0.7998074791150414,-0.5904185906639554,0.10820179850265221,1.462382277059022,-0.6359068108983917
"173/60",0.8555050440798672,-0.5033442440141938,0.1214738953562452,1.4490216872158268,-0.5318160989716936
"29/10",0.9015927223007839,-0.4109427584991134,0.13510404537339366,1.4352778569305806,-0.4276637849181023
"35/12",0.9375666132793931,-0.3142600570559214,0.14900617735348942,1.4212331729815462,-0.32341784570490656
"44/15",0.9630359293162897,-0.21438815451230375,0.16309241907796268,1.4069720942974553,-0.21904509960354393
"59/20",0.9777151550494615,-0.11245128754729651,0.17727149831264155,1.3925829828639509,-0.11451120408374388
"89/30",0.9814512433367453,-0.009599980317847492,0.19145357853329276,1.3781534194928575,-0.009781101443266906
"179/60",0.9742166809575133,0.09300637211276211,0.20554939126003807,1.3637712740764463,0.09517939110225737
3,0.9560932933755966,0.1942110002018445,0.21946756208262286,1.3495276330769774,0.20040312418361883
"181/60",0.9272938313447476,0.29287298440013454,0.23311951537168296,1.3355119718349553,0.3059213839541911
"91/30",0.8881566472920923,0.3878828684106266,0.24641977050803676,1.3218119617411102,0.4117622767516024
"61/20",0.8391228735422911,0.47816813403336067,0.25928209871688757,1.308517519807085,0.5179498755726217
"46/15",0.7807498908771262,0.5627106004197266,0.27162413705388055,1.2957161117593088,0.6245042724819099
"37/12",0.7137075234637668,0.6405627951861776,0.2833691404247517,1.283490891057664,0.7314401556461594
"31/10",0.638751801551885,0.7108449628638771,0.2944409931841624,1.2719257981597123,0.838765737636179
"187/60",0.5567295472455406,0.7727626894351016,0.3047681587609419,1.2611013286419157,0.9464832188310215
"47/15",0.46857430215397533,0.8256258974249902,0.31428704565552756,1.2510907756985297,1.0545878078466704
"63/20",0.37528061759614134,0.8688367423412062,0.3229360457064774,1.2419662122663173,1.163066735947878
"19/6",0.27790088715095523,0.9019036147384871,0.33065847845748353,1.2337951116840933,1.2719003139881153
"191/60",0.17753827498888824,0.9244630160262204,0.33740753528665013,1.2266347539178544,1.3810616096834956
"16/5",0.0753252245385504,0.936259661603956,0.34313967624392705,1.2205388356466094,1.490515892146917
"193/60",-0.027584745493086094,0.9371539761878145,0.34781630557105453,1.2155553506569272,1.600222423148032
"97/30",-0.13002962371913335,0.9271451525672814,0.3514100286475613,1.2117195638387943,1.7101348266151866
"13/4",-0.23085372761222067,0.9063463948224131,0.3538978896053415,1.2090608923087032,1.8202011685907948
"49/15",-0.32891729194305336,0.8749845732117812,0.35526162563593966,1.2076023911170395,1.930366410056794
"197/60",-0.4231156443400374,0.8334211985879498,0.3554947425301326,1.2073529942434842,2.040573211800612
"33/10",-0.5123868874402194,0.7821265344444708,0.3545961986724103,1.2083141589619746,2.150762564064115
"199/60",-0.5957189820240303,0.7216717476697792,0.3525691765386535,1.2104811630328598,2.260876463037638
"10/3",-0.672174571608597,0.6527441777533296,0.3494283718225903,1.2138353787355594,2.3708587864473127
"67/20",-0.7408930376874461,0.5761235288062347,0.34519472611451774,1.2183500699483476,2.48065597151446
"101/30",-0.8010916916197411,0.49266840847070253,0.3398927391129003,1.2239934826226089,2.5902193896828107
"203/60",-0.8520934493997981,0.4033233353140737,0.3335574145749963,1.2307217333034919,2.6995059060857347
"17/5",-0.8933260091883855,0.30909847227017057,0.32623047145548517,1.238483204207307,2.808478072434673
"41/12",-0.9243149313831518,0.21105381350353342,0.31795635456209403,1.2472231254021486,2.9171058124664726
"103/30",-0.9447103535686366,0.11029716295143877,0.3087883805276884,1.256877430876044,3.025366485288827
"69/20",-0.9542860338382985,0.00796687014180085,0.29878663671016403,1.2673753691656953,3.133244333718967
"52/15",-0.9529238019037244,-0.09478236904826698,0.2880129701796294,1.2786450912022431,-3.0424539366908236
"209/60",-0.940635537186082,-0.1967893399242765,0.27653601359883706,1.2906086478164687,-2.9353582517019583
"7/2",-0.9175636904274928,-0.29690261441649335,0.26443075508008484,1.3031827075290425,-2.8286482405140414
"211/60",-0.8839584653913091,-0.3939893545719888,0.25177287520639763,1.3162846199619507,-2.72231180221407
"53/15",-0.8401922746091117,-0.4869500460346946,0.2386424857151564,1.3298286196134388,-2.6163308498148754
"71/20",-0.7867615915321073,-0.5747363876952668,0.2251251561908923,1.3437248389082812,-2.5106829561411224
"107/30",-0.7242598133679513,-0.6563519960979551,0.2113060141581068,1.3578853742914465,-2.405341637998291
"43/12",-0.6533830598437853,-0.7308681748444525,0.19727217734389002,1.3722216912968115,-2.300276651041219
"18/5",-0.5749314967481214,-0.7974452576477352,0.18311488202836368,1.3866423488722954,-2.1954557622418394
"217/60",-0.48978171325001846,-0.8553242595426872,0.16892375702115836,1.4010586951212667,-2.0908453600533567
"109/30",-0.39888460807257653,-0.9038397462313779,0.15478805445409055,1.415383408197418,-1.9864104607289608
"73/20",-0.30326332851756005,-0.9424448697554662,0.14079945560217622,1.42952745855408,-1.8821163817756754
"11/3",-0.20398889164282308,-0.9706950160983967,0.12704687913196316,1.4434051657298128,-1.7779295507649775
"221/60",-0.10217255498262323,-0.9882546450287419,0.11361670276547553,1.4569337513755236,-1.6738171797241594
"37/10",0.0010423052202056526,-0.9949242185530096,0.10059582657086386,1.4700300593413138,-1.5697487044539638
"223/60",0.10449875058446356,-0.9906186334687654,0.08806729162223198,1.48261479659503,-1.4656966436244911
"56/15",0.20703593046766267,-0.9753663125020471,0.07610972800083793,1.4946129265709622,-1.361635987413577
"15/4",0.307504556899558,-0.9493345785518847,0.06480032193351942,1.5059505686453254,-1.2575452785005126
"113/30",0.40477898481169333,-0.9128065766278636,0.05421142410574342,1.5165583140459404,-1.1534073773173477
"227/60",0.49776496923943303,-0.8661724482358868,0.04440943844069972,1.5263722780147007,-1.049208655467991
"19/5",0.5854217353931626,-0.80994941258852,0.03545748666304649,1.5353314062027805,-0.9449395410776059
"229/60",0.6667689335259382,-0.7447602892879588,0.027413049934696954,1.5433798423269531,-0.8405951319408048
"23/6",0.740888898226014,-0.6713182962249101,0.02032648152852956,1.550468445304723,-0.7361742227289498
"77/20",0.806952636188492,-0.5904390247385698,0.014243305585686705,1.5565525395711741,-0.6316792348987377
"58/15",0.8642242899013508,-0.5030219995141253,0.009202829471573415,1.5615933674172588,-0.5271166180866584
"233/60",0.9120553184691756,-0.41003215361169676,0.005236423554602299,1.5655598793094285,-0.42249577320270076
"39/10",0.9499105980825664,-0.31250257681067634,0.0023694763850388156,1.5684268481926469,-0.3178283896878336
"47/12",0.977373075188155,-0.21151859168833215,0.0006208837378917087,1.5701754430171133,-0.21312863619706401
"59/15",0.9941289416464785,-0.10819984038411087,1.1795440842399252e-6,1.5707951472508124,-0.10841210410256599
"79/20",0.9999899129139221,-0.0036946639181358043,0.0005142012432317045,1.5702821255290054,-0.003694684375145986
"119/30",0.9948996672074414,0.1008353499174737,0.0021573869108319488,1.5686389382105335,0.10100736381497001
"239/60",0.9789114378913281,0.20422885731207713,0.004919821487606779,1.565876485459986,0.2056782927398692
4,0.9522046618419729,0.3053367001446551,0.008783780725681478,1.5620124331134801,0.3103041454384883
"241/60",0.9150821102303124,0.4030357310508384,0.013724776708054831,1.5570711191621016,0.4148726710044447
"121/30",0.8679618697827095,0.49624093133078107,0.01971131784522967,1.5510837323001767,0.51937426327572
